source,target,weight
1174648,1187317,1
1174648,1496916,1
1174648,1659362,1
1174648,1659246,1
1174648,266662,1
994434,52673,1
994434,119694,1
994434,498114,3
994434,1635526,1
584845,392161,1
584845,86255,1
584845,915962,1
584845,1200210,1
584845,253881,4
584845,340928,1
60561,1618604,1
60561,1669126,1
60561,792441,2
658579,52673,1
658579,407633,1
658579,1506751,1
658579,521870,1
208027,1306641,1
208027,1322482,1
208027,347681,1
961706,13982,3
961706,1120791,2
961706,522780,3
1068211,1642341,3
1068211,86255,3
1068211,904552,1
1068211,920795,3
363711,1322351,1
363711,1405236,1
462018,1166595,2
462018,586137,3
462018,528742,1
462018,52673,1
462018,471350,1
462018,1399086,1
462018,151059,1
462018,1586776,2
462018,1191292,1
1322180,96050,1
1551560,1298463,1
355535,1358281,1
3282,1701385,1
3282,1060080,1
3282,798934,4
1666265,563012,1
920795,86255,5
920795,904552,1
920795,1642341,3
920795,750523,1
920795,520855,1
339166,325519,1
421088,1621976,1
421088,331047,1
1060080,143113,1
1060080,307665,1
1060080,486710,1
1060080,1701385,3
1060080,1060965,1
797949,392161,1
797949,1209079,1
503043,308945,1
503043,1628985,1
503043,1151075,1
503043,274669,1
1166595,1586776,2
1166595,1191292,1
85253,1658892,1
85253,1111010,1
1051923,233684,1
1010968,1629832,1
1010968,487519,1
1461541,1022582,3
331047,1487835,2
331047,366544,1
331047,1685687,1
331047,1577982,1
331047,1045159,1
331047,1481761,1
331047,179279,1
331047,826409,1
331047,596135,1
331047,627829,1
331047,128023,1
331047,81880,1
331047,702457,26
331047,531575,1
331047,1505117,2
331047,130178,2
331047,1700072,3
331047,392161,1
331047,1201617,3
331047,1030937,1
331047,400616,1
331047,1060409,1
331047,261654,1
331047,431339,2
331047,52673,1
331047,261721,1
331047,1211978,1
331047,1554127,1
331047,1136143,1
331047,1088800,1
863531,850174,1
863531,325448,1
863531,1447156,4
863531,146007,1
748845,1674632,1
453937,842401,2
453937,52538,2
453937,1014848,2
486710,53618,1
486710,1138244,2
486710,179279,2
486710,1577368,1
486710,449776,1
486710,1060965,1
486710,1363641,5
486710,798934,1
486710,495864,5
486710,1055498,4
486710,596135,2
486710,1481761,1
486710,1457207,2
879928,972342,1
879928,1193837,1
1658170,392161,1
1658170,1300610,3
1658170,907856,1
1658170,134509,1
52538,1014848,2
52538,842401,2
52538,1044608,1
740677,1628620,1
740677,52673,1
740677,1071670,1
740677,1700072,1
1322311,244543,1
1322311,391638,1
93512,1097303,1
93512,1170308,1
93512,1322482,2
1199435,1257395,5
1199435,210907,5
1199435,455439,2
1199435,1207705,5
1199435,1496739,1
1568081,958113,1
544088,1087539,1
544088,1371644,1
601437,868292,1
601437,1389489,1
601437,73542,1
601437,1627249,2
601437,32252,1
601437,1472370,1
601437,881265,1
601437,1192281,1
601437,1274065,1
1355108,660305,1
1355108,1103727,1
1355108,1527310,5
904552,86255,1
904552,1642341,1
134509,38159,1
134509,907856,1
134509,1300610,1
134509,392161,4
134509,383874,4
1322351,1201617,5
1322351,79115,4
1322351,130178,1
1322351,1363641,1
1322351,327052,2
1322351,563144,1
1322351,1019943,2
1322351,1700072,1
1322351,1650248,7
1322351,1708463,1
1322351,373299,2
1322351,1487835,2
1322351,1209079,1
1322351,179354,1
1322351,1405236,2
1322351,1585666,2
1322351,261654,1
1322351,1628620,1
1322351,822803,1
1322351,56325,1
1322351,826409,1
1322351,471350,1
1322351,381745,1
1322351,768684,1
1322351,1685698,1
1322351,1420754,1
1322351,1482204,1
93553,1481761,1
93553,81172,1
1289589,406799,1
1289589,1054184,5
1289589,1462523,2
1289589,1425067,1
331126,470722,3
331126,1430431,1
331126,921111,2
331126,126337,3
331126,162130,2
667004,23437,2
667004,37426,1
667004,769241,2
667004,1060965,2
667004,309699,2
667004,728070,1
667004,11898,1
126337,244431,7
126337,130150,9
126337,1700072,1
126337,1211978,1
126337,1250488,1
126337,186443,1
126337,628163,2
126337,1260670,1
126337,162130,2
126337,528742,5
126337,1686278,1
126337,202517,2
126337,470722,3
126337,1430431,1
126337,921111,2
126337,194979,6
126337,316731,1
126337,373299,3
126337,1259887,10
126337,1217997,1
126337,490858,12
667010,1577368,1
667010,210907,1
667010,1249902,1
667010,1363641,1
1338755,479903,1
1674632,954889,1
298376,1577302,1
1207705,1496739,1
1207705,1257395,6
1207705,210907,5
1207705,717431,1
1207705,455439,2
1207719,406098,1
1207719,1265361,1
1207719,1055498,2
396729,799632,1
781759,921111,1
52673,826409,1
52673,1414355,1
52673,179279,1
52673,1708068,1
52673,331391,1
52673,1700072,1
52673,1363641,1
52673,1151075,2
52673,1071670,1
52673,384849,1
52673,119694,1
52673,364944,1
52673,528742,1
52673,536210,1
52673,925471,1
52673,1014848,1
52673,1628620,1
52673,930598,1
52673,991101,2
52673,1398858,1
52673,1265361,1
52673,1104560,1
52673,1088800,1
52673,128031,1
52673,1520446,1
52673,495864,2
52673,407633,2
52673,151059,1
52673,1506751,1
1109456,628163,1
1109456,1192281,1
1551825,653701,1
1551825,652367,1
1551825,292799,1
1551825,258819,1
1551825,45374,1
1551825,1105608,1
1551825,1535719,1
1551825,1201617,1
1551825,244431,1
1420754,31302,1
1420754,448960,1
1420754,1363641,1
1420754,374767,2
1420754,792197,1
1420754,1391604,1
1420754,1201617,1
1420754,307990,3
1420754,1322482,2
1420754,130178,1
1412562,573215,2
1412562,1373505,2
1412562,1120534,2
945620,947230,1
945620,1195640,1
945620,1496916,1
945620,1187317,1
945620,1659246,1
945620,266662,1
945620,692760,1
945620,619106,1
945620,293598,1
945620,1659362,1
617958,569658,1
617958,1343349,1
617958,1045635,2
617958,1160999,1
617958,1095926,1
617958,1170494,2
617958,45543,1
617958,64684,1
617958,266894,2
617958,1216298,2
765414,1646424,1
1175018,768793,1
1175018,695229,1
1175018,310307,1
1175018,881679,1
1175018,326794,1
1322482,1031313,1
1322482,563144,6
1322482,1170308,1
1322482,130178,1
1322482,1687488,1
1322482,307990,2
1322482,80809,1
1322482,1306641,1
1322482,1250488,1
1322482,1586776,1
1322482,374767,2
1322482,578556,1
1322482,251510,1
1322482,347681,1
1322482,258819,1
1322482,1081176,1
1371644,1087539,1
1003012,392161,1
1003012,1233095,1
1003012,741666,1
1003012,1102027,1
1003012,274559,1
1707525,955177,1
1707525,1539870,1
1232390,1578709,1
1068553,1693697,1
1027597,1700568,1
1527310,1129504,1
1527310,349719,3
1527310,1136143,1
1043986,1668674,1
1043986,364977,1
151059,528742,1
151059,1119559,1
151059,817244,1
151059,552764,9
151059,1201617,2
822803,111387,4
921111,162130,2
921111,955177,1
921111,1440779,3
921111,924807,1
921111,374767,2
921111,1513110,1
921111,431339,2
921111,1594373,3
921111,1596284,3
921111,470722,2
921111,552764,1
921111,1669507,2
1175063,791464,2
495134,1482304,2
495134,1061868,1
495134,1646450,1
495134,954889,1
347681,1306641,1
781858,294757,1
970275,383874,1
970275,989676,1
740902,908217,1
740913,908217,1
945716,629534,2
1060409,1554127,1
1683012,1535742,1
1084998,907115,2
1650248,1481761,1
1650248,1708463,1
1650248,56325,1
1650248,1628620,5
1650248,1487835,2
1650248,110751,1
1650248,1405236,2
1650248,1585666,2
1650248,1153598,1
1650248,709082,2
1650248,1201617,3
1650248,1363641,1
1650248,391709,1
1650248,1055498,1
1650248,1430431,1
1650248,1356937,1
1650248,373299,3
1650248,866630,1
1650248,1391351,1
1650248,552764,1
1650248,693865,1
880204,726643,1
880204,1096324,1
134733,422072,3
134733,767552,3
519757,1404544,1
519757,275134,1
519757,1277167,1
1330769,95381,1
1330769,1168540,8
159319,422072,1
159319,1462359,1
1584744,1136416,1
216687,628163,1
11898,37426,1
1289859,5836,1
1289859,212874,1
1142404,876178,1
1142404,1119559,1
634500,38558,1
544399,1274065,1
536210,71482,1
536210,1644839,1
536210,407633,1
536210,916684,1
945813,1505117,1
1355416,1249902,3
1306273,1512894,1
1306273,392161,1
1167024,208622,1
1167024,1486940,1
1167024,594709,1
1363641,210907,1
1363641,791193,2
1363641,1535952,2
1363641,55203,1
1363641,1055498,4
1363641,1481761,1
1363641,1112958,1
1363641,1055993,1
1363641,249757,1
1363641,495864,5
1363641,1151075,1
1363641,1282961,2
1363641,1201617,2
1363641,948118,1
1363641,1577368,4
1363641,1249902,1
1363641,925471,2
1363641,79115,2
1363641,826409,3
1363641,327052,1
1363641,817244,8
1363641,1088800,1
1363641,596135,1
470722,1430431,1
470722,162130,2
470722,1031505,2
470722,991101,1
470722,505121,2
1560264,38159,1
1265361,1505117,1
1265361,925471,4
1265361,1151075,5
1265361,1088800,1
1265361,368449,3
1691356,299619,1
1535719,1342727,1
1535719,45374,1
1535719,258819,1
1535719,250501,1
1535719,1317376,1
1535719,1014848,8
1535719,225752,1
1535719,1441762,1
1535719,244431,1
544489,1314982,1
1158890,1201617,1
208622,594709,1
208622,1486940,1
397041,578556,1
1625845,1095793,1
667383,1602413,1
667383,629534,1
1535742,1323602,1
1535742,249737,1
1535742,1669978,3
1707798,594111,2
1707798,569417,1
1707798,244543,2
1707798,1358274,1
1707798,965230,1
1593113,374849,1
1593113,31302,1
1593113,179354,4
1593113,1136143,1
1593113,1228656,3
1593113,422072,1
1036060,364739,3
1036060,423940,4
1036060,604371,3
1036060,1561708,1
913183,130150,1
913183,628163,1
913183,1585636,1
913183,573292,1
913183,881265,2
1216298,1170494,2
1216298,266894,2
1216298,1045635,2
1216298,45543,1
1167146,474435,1
1666862,260272,1
1666862,1472017,3
1617715,531187,2
1617715,872815,1
1347381,490149,1
1347381,391655,1
1347381,1151583,1
1347381,677943,1
1347381,430942,1
1347381,472643,1
1347381,538061,1
274233,490858,1
274233,1260670,1
274233,1604099,1
274233,941533,1
552764,1201617,2
552764,179354,1
552764,1013897,1
487243,1055498,1
1355596,290929,1
479068,1316063,2
479068,1129143,1
1281886,1151075,1
1281886,925471,1
520031,946877,1
1642341,86255,3
823143,1626644,1
36711,1415740,1
36711,1187734,1
675690,924807,1
675690,745448,1
659309,1201504,1
659309,424467,1
659309,358036,1
757614,397352,1
757614,989923,1
651120,1234817,1
651120,144085,1
249737,1094175,2
249737,603396,2
249737,872815,6
249737,1151938,1
249737,1652221,1
249737,1061868,1
249737,596728,2
257939,1538072,1
249757,1571947,1
249757,1676465,1
249757,86208,1
708510,1481761,1
708510,784566,1
421808,745378,1
1175472,1129504,3
1175472,1700088,1
1175472,833744,1
1257395,455439,2
1257395,1496739,1
1257395,210907,6
1257395,717431,1
1257402,310628,1
1257402,726173,1
1257408,1535952,1
1257411,1400383,1
1257411,1105608,1
1257411,1400665,1
1699781,1535952,1
1699781,946877,1
864200,991043,1
864200,1535952,1
864200,965230,1
1535952,1014067,3
1535952,1234095,1
1535952,965230,1
1535952,342063,1
1535952,1079085,1
1535952,458183,1
1535952,1636011,1
1535952,991043,1
1535952,1669126,1
1535952,1708017,1
1535952,603734,1
1535952,865868,3
1535952,349846,1
1535952,1201617,1
1535952,563896,2
1535952,573221,3
1535952,1481761,3
1535952,448960,2
1535952,791193,2
1535952,1282961,2
995283,1055993,2
69595,547963,1
69595,990407,1
69595,186443,1
69595,1162948,1
69595,1306745,1
69595,923108,1
1134557,1372157,1
1134557,384806,1
1134557,384803,1
1708017,1636011,1
1708017,458183,1
1708017,349846,1
1224694,1659293,1
1372157,1047121,1
1576968,340197,1
1576968,925471,1
1658892,1111010,1
1658892,596135,1
1658892,1151075,1
1708068,384849,1
1708068,351349,7
1019943,79115,2
397352,881265,2
397352,15378,1
397352,373299,4
397352,244431,9
397352,989923,1
397352,490858,1
192560,1662420,1
970808,186443,1
970808,1183922,1
1355835,849916,1
1585230,596135,1
1585230,849916,1
1585230,79115,1
1585232,563012,1
1273937,1669507,1
1273937,1225702,1
1273937,1129504,1
1200210,759544,2
1200210,481587,1
1200210,1505349,3
307286,538061,1
1462359,422072,1
1200218,1482204,1
1200218,1357361,2
684123,1626930,3
1486940,594709,1
487519,1629832,1
1151075,1683661,1
1151075,710737,1
1151075,596135,3
1151075,826409,1
1151075,1112958,1
1151075,547963,1
1151075,1088800,4
1151075,392161,2
1151075,79115,1
1151075,1104560,4
1151075,495864,2
1151075,817244,1
1151075,563012,1
1151075,368449,4
1151075,179279,1
1151075,1670519,1
1151075,464375,1
1151075,1318421,2
1151075,916684,1
1151075,301976,1
1151075,850656,1
1151075,925471,12
1060965,23437,2
1060965,728070,1
1060965,769241,2
1060965,1095793,1
495722,586037,1
618602,275311,1
618602,235285,1
618602,233603,1
618602,1635526,1
1306745,923108,1
1306745,186443,1
274559,1233095,1
274559,392161,1
274559,741666,1
274559,1102027,1
381057,1482204,1
381057,495864,1
233603,1635526,2
233603,235285,3
233603,275311,3
1511564,179279,1
970897,1318421,1
970897,596135,1
110751,1662420,4
422072,865728,1
422072,1201617,1
422072,1700568,1
422072,1121779,1
422072,179279,1
422072,1481761,1
422072,31302,2
422072,1210841,1
422072,767552,7
422072,1438802,1
4281,266894,1
4281,1104681,1
4281,40605,1
37053,130178,1
37053,1512296,1
37053,1119559,1
1347774,799632,2
594111,1513110,2
594111,381745,1
86208,1571947,1
86208,1676465,1
364739,604371,2
364739,423940,3
168134,991043,1
1233095,741666,1
1233095,392161,1
1233095,1102027,1
897226,1195640,1
897226,692760,1
1102027,741666,1
1102027,392161,1
1683661,710737,1
1683661,850656,1
1274065,881265,1
1274065,1054561,1
1274065,1627249,4
1274065,73542,1
1274065,1192281,1
1274065,1472370,1
1634514,521934,1
585947,1700072,1
585947,506344,1
774364,1644839,1
340197,925471,1
946407,751320,1
946407,965836,1
1700072,1708463,1
1700072,1071670,1
1700072,1250008,2
1700072,391709,1
1700072,315728,1
1700072,1487835,5
1700072,1628620,2
1700072,1539187,1
1700072,506344,1
1700072,244431,1
1700072,1259887,1
1700072,528742,1
1700072,849916,2
1700072,1201617,2
1700072,490858,1
1700072,431339,2
1700072,1685698,1
1700072,178438,1
1700072,1686278,1
1700072,373299,1
1700072,56325,1
1700072,826409,1
1700072,1088800,4
1700072,1423563,2
274669,1628985,1
86255,392161,1
86255,528742,1
86255,865868,1
86255,381317,1
86255,1481761,1
86255,750523,1
86255,179354,1
86255,825475,1
86255,226722,1
86255,596135,1
86255,1693326,1
1519859,144246,1
1519859,1711320,1
1519859,1579608,1
495864,826409,1
495864,1088800,1
495864,79115,1
495864,925471,1
495864,1662503,1
495864,1398858,1
495864,817244,1
495864,1055498,4
495864,1104560,1
495864,1482204,1
495864,449776,1
495864,1112958,1
372984,1488047,1
1700088,1129504,1
1462523,1054184,2
987389,1089096,1
987389,1662420,1
987389,1669126,1
889090,931845,1
471301,276394,3
471301,916523,3
471301,563144,5
471301,991101,1
471301,875341,3
471301,726643,3
1085706,73542,3
946452,1457140,2
1487137,1505117,2
1487137,834284,1
1487137,955177,2
1487137,244543,2
741666,627829,1
741666,392161,1
1241377,349719,1
1667366,268639,1
258354,941533,1
586037,490858,4
586037,244431,8
586037,186443,5
586037,1348572,6
471350,528742,1
471350,1537555,1
471350,1014848,1
569658,1343349,1
569658,64684,1
569658,1160999,1
569658,1095926,1
45374,244431,1
45374,258819,8
78150,1686278,1
78150,1472370,2
315728,15053,1
315728,178438,1
315728,826409,1
1003857,1063226,1
1003857,178438,1
1577302,1669507,4
1577302,612714,1
1577302,299619,1
1577302,1129504,2
700758,154798,2
1192281,348948,1
1192281,628163,1
1192281,881265,1
1192281,73542,1
1192281,1079570,1
1192281,1627249,3
1192281,1472370,1
1192281,104633,2
1446240,816999,1
1446240,449776,1
1446240,1249902,1
479588,480168,1
479588,954889,1
528742,759544,1
528742,373299,2
528742,923108,1
528742,1537555,1
528742,244431,5
528742,1211978,1
528742,186443,2
528742,1259887,2
528742,1686278,1
528742,865868,1
528742,490858,1
823657,111387,1
274794,374767,3
274794,431339,3
274794,80809,3
274794,31302,3
274794,1538119,1
1659246,1195640,1
1659246,947230,1
1659246,1187317,1
1659246,619106,1
1659246,692760,1
1659246,1659362,1
1659246,1496916,1
1659246,266662,1
1659246,293598,1
872815,1193725,2
872815,531187,1
872815,1151938,1
872815,1094175,3
872815,1585666,1
872815,603396,1
872815,596728,2
53618,179279,2
53618,645176,1
94578,1539564,1
94578,391709,2
94578,103874,1
61810,965230,3
381317,825475,1
381317,1693326,1
381317,226722,1
364944,128031,1
364944,1520446,1
364944,1414355,1
1577368,1249902,1
1577368,210907,1
1577368,596135,1
586137,1538072,2
586137,1399086,1
266662,293598,2
266662,1496916,1
266662,1187317,1
266662,619106,1
266662,947230,2
266662,1195640,2
266662,692760,2
266662,1659362,1
1708463,56325,5
1708463,95381,1
1708463,431339,2
1708463,21203,1
364977,1668674,1
1012145,1283568,2
1675707,334053,1
1552855,570963,1
225752,1342727,1
225752,1014848,1
225752,250501,1
225752,1441762,1
225752,1317376,1
307672,563144,8
709082,1628620,1
709082,866630,1
1659362,1195640,1
1659362,947230,1
1659362,692760,1
1659362,1496916,1
1659362,619106,1
1659362,1187317,1
1659362,293598,1
1585636,881265,1
1585636,573292,1
1585636,1686278,2
1585636,628163,1
1585636,130150,1
45543,1045635,1
45543,1170494,1
45543,266894,1
578025,1146117,1
578025,479773,1
1151475,881265,1
1151475,1178106,1
1151475,1258006,2
676345,1055498,4
102912,1514284,2
102912,1219549,2
1585666,1487835,2
1585666,373299,2
1585666,1201617,2
954889,480168,1
750091,982879,1
1626644,47049,1
1626644,144246,1
692760,1496916,1
692760,947230,2
692760,1187317,1
692760,1195640,4
692760,619106,1
692760,293598,2
479773,1146117,1
1094175,1201617,1
1331748,1201617,1
373299,244431,2
373299,1259887,2
373299,490858,2
373299,1487835,2
373299,1201617,2
373299,15378,1
1389110,865728,1
1700428,1703885,1
1700428,1324693,1
1446494,226025,1
1446494,1662938,1
1151583,490149,1
1151583,391655,1
1151583,538061,1
619106,1187317,1
619106,947230,1
619106,1496916,1
619106,1195640,1
619106,293598,1
299619,1669507,1
299619,1129504,1
619113,392161,1
1249902,1160999,2
1249902,308242,1
1249902,1047121,2
1249902,210907,1
1454702,1079875,2
1454702,294501,1
1454702,1228752,2
1454702,1039904,2
1454702,316569,2
1454702,1669126,1
1454702,72936,2
53871,38159,1
881265,628163,1
881265,1627249,1
881265,130150,1
881265,73542,1
881265,573292,1
881265,1472370,1
881265,1178106,1
897651,1088800,1
897651,1104560,1
717431,31302,1
717431,194979,1
250501,1441762,1
250501,1014848,1
250501,1342727,1
250501,1317376,1
1618565,1433593,1
266894,1045635,6
266894,1170494,2
930452,15378,1
791193,1282961,2
1045159,366544,1
1045159,128023,1
1692330,1364804,1
1422000,146007,1
275134,1277167,1
856772,1646063,1
1282770,1250793,1
1282770,1669507,1
1282770,193471,1
21203,1078694,6
144085,1053488,1
144085,1234817,1
144085,1627249,1
1700568,31302,1
1700568,799632,1
1250008,849916,2
1250008,1088800,2
1250008,1423563,2
1176283,319263,1
1176283,923143,1
471771,1538072,2
774887,391709,1
226025,930900,1
1127149,1512731,3
1127149,398780,3
1127149,564883,3
1209079,261654,1
1209079,186443,1
1209079,392161,1
930558,736233,1
258819,1250488,1
258819,244431,1
258819,563144,1
455439,210907,2
455439,1496739,1
348948,1054561,1
348948,1627249,6
307990,1153231,7
307990,792197,1
307990,1055993,2
307990,374767,2
930598,1104560,1
955177,1505117,2
955177,570963,1
955177,1539870,2
955177,383673,1
955177,146007,1
955177,1538119,2
1053488,1627249,1
381745,1628620,1
381745,1513110,2
1626930,392161,1
1520446,1414355,1
1520446,128031,1
1364804,629534,1
865097,294441,1
660305,1103727,1
422741,1318565,1
422741,1095039,1
430942,677943,1
430942,481957,1
430942,472643,1
1602413,629534,1
275311,235285,3
275311,1635526,2
144246,1711320,1
144246,1579608,1
1635201,178438,1
1028997,587235,1
1028997,276394,2
250763,1538119,1
119694,1423563,2
119694,400579,1
1315729,1055498,1
1315729,1481761,1
1315729,1037989,1
1315729,392161,1
1315729,892480,1
1430431,1103727,1
1430431,1628620,1
1430431,1250488,1
1430431,96050,2
1389489,868292,1
193471,1250793,1
193471,1669507,1
676801,1129504,1
676801,645694,1
1151938,931845,1
1487835,1201617,2
1487835,431339,2
1348572,122101,1
1348572,1603025,1
1348572,1163068,21
1225702,1669507,1
1225702,1129504,1
1061868,1652221,1
578556,130178,1
578556,251510,1
578556,563144,1
1577982,1088800,1
1577982,1030066,1
1594373,349719,1
1594373,1496415,1
1594373,1596284,3
881679,695229,1
308242,130178,1
308242,1105608,1
128023,366544,1
947230,1496916,1
947230,1195640,2
947230,293598,2
947230,1187317,1
128031,1414355,1
87086,570963,1
1332287,450198,1
1332287,294432,2
1332287,391709,8
652367,1693697,1
1438802,1210841,1
930900,1160999,1
930900,892480,1
930900,104295,1
930900,1275236,1
439390,1113578,1
439390,1539564,1
439390,391709,1
439390,294432,1
693345,538021,1
1561708,423940,1
1561708,604371,1
1627249,1472370,1
1627249,1391507,1
1627249,32252,1
1627249,1456570,1
1627249,73542,1
1627249,596568,1
1627249,1054561,2
1160307,1481761,2
1160307,563896,1
1160307,1095926,1
1348723,1021644,1
1348723,1105608,1
1348723,1234728,1
1348723,212682,1
627829,1489596,1
275571,1645949,1
1045635,1170494,2
1610894,1635790,1
1610894,1645475,1
95381,56325,1
95381,1488390,1
95381,327052,1
316569,1669126,1
316569,294501,1
316569,1039904,2
316569,1228752,2
316569,72936,2
316569,1079875,2
1168540,1283568,1
726173,310628,1
1676465,1571947,1
1250488,244431,2
1250488,1259887,1
1250488,194979,1
1250488,202517,1
1250488,1136416,2
1250488,653701,1
1250488,563144,1
1250488,1260670,1
1250488,130178,2
1250488,490858,4
1250488,316731,1
1447109,925471,3
1635526,235285,2
439511,573292,1
382168,1505117,1
267482,325448,2
1316063,1129143,1
431339,383874,1
431339,80809,3
431339,374767,3
431339,31302,3
431339,563144,2
431339,1055993,1
431339,392161,1
431339,56325,2
1447156,1006674,1
1447156,581542,1
79115,596135,1
79115,1104560,1
79115,849916,1
79115,817244,3
79115,1112958,1
38159,1121065,1
38159,392161,1
406799,1425067,1
685337,661671,1
1512731,712411,1
1512731,564883,5
1512731,398780,5
505121,1031505,5
316731,1259887,1
316731,490858,1
316731,1260670,1
316731,202517,1
841019,1594841,1
841019,974713,1
1373505,573215,2
1373505,1120534,2
1119559,876178,1
1119559,319263,1
1119559,1201617,1
1119559,817244,1
1201504,424467,1
1201504,358036,1
1275236,104295,1
628086,547963,3
1095039,1318565,1
226722,1693326,1
226722,825475,1
513442,513968,1
538021,792197,1
308661,596135,1
398780,564883,6
398780,712411,1
1512894,392161,1
972222,850174,1
865728,1021644,1
865728,956297,1
415169,1580093,1
103874,1539564,1
103874,391709,2
628163,1472370,2
628163,1259887,1
628163,573292,1
628163,1211978,2
628163,244431,1
628163,1686278,1
628163,202517,1
628163,130150,2
628163,490858,2
628163,1588480,1
628163,14492,1
628163,1217997,1
1217997,130150,1
1217997,1259887,1
1217997,244431,1
1217997,1686278,1
1217997,1211978,1
1635790,1645475,1
538061,490149,1
538061,391655,1
538061,728764,1
538061,408035,1
1201617,865868,1
1201617,767552,1
1201617,392161,2
1201617,1088800,4
1201617,1055993,2
1201617,957948,1
1201617,1391604,2
1201617,817244,1
1201617,948118,1
1201617,179354,1
1201617,1481761,2
1201617,1014067,3
1201617,1685687,1
415185,1496916,1
415185,1195640,1
1594841,974713,1
587235,276394,1
923108,759544,1
923108,1014848,1
923108,186443,1
1250793,1669507,1
1488390,327052,1
923143,319263,2
1136143,179354,1
1136143,1391351,1
1136143,531575,1
1136143,1654354,1
1136143,30915,1
1136143,1129504,2
1136143,309109,1
1136143,383673,1
1136143,1481761,1
1136143,392161,1
1136143,458679,1
1472017,260272,1
349719,818259,1
349719,1595314,3
349719,991101,1
1357361,431837,1
972342,1193837,1
767552,179279,1
472643,677943,1
865868,244543,1
865868,1505117,1
865868,1014067,2
865868,1481761,2
865868,563896,1
865868,875127,1
865868,573221,1
570963,1539870,1
603734,1669126,1
1586776,563144,1
726643,991101,1
726643,1096324,1
251510,130178,1
251510,563144,1
571004,988959,2
882302,882318,1
882302,882303,1
882302,589078,1
882302,1629658,1
882303,882318,1
882303,1629658,1
792197,1260670,1
882318,1629658,1
1693326,825475,1
358036,424467,1
1324693,1703885,1
349846,458183,2
349846,1636011,1
276121,146007,1
13982,522780,4
13982,1120791,2
1496739,210907,1
808612,1228620,1
1037989,892480,1
1037989,1055498,1
1037989,1481761,1
1037989,392161,1
1636011,458183,1
1021644,212682,1
1021644,1234728,1
1021644,1105608,1
5836,212874,1
1578709,334053,1
751320,965836,1
759544,1505349,2
79610,1620997,2
595726,991101,2
202517,1260670,1
202517,563144,1
202517,490858,2
202517,1259887,1
1136408,745364,1
1136408,449502,1
1136416,490858,1
735009,334053,1
735009,825894,1
1160999,892480,1
1160999,64684,1
1160999,1343349,1
1160999,1095926,1
1234728,212682,1
1234728,1105608,1
71482,925471,1
71482,1644839,1
71482,916684,1
563012,925471,1
276296,1695720,1
268106,1646058,2
268106,1163068,2
1169229,368449,1
1169229,810097,1
1169229,1104560,1
1496916,293598,1
1496916,1187317,1
1496916,1195640,3
1505117,826409,1
1505117,400616,1
1505117,244543,2
1505117,261721,1
1505117,1669124,1
1505117,1030937,1
1505117,702969,1
407405,768684,1
1472370,73542,1
1472370,694396,1
309109,30915,1
792441,1669126,1
1234817,1474387,1
1234817,826040,1
1570697,785390,1
948118,1055993,1
948118,31302,1
55203,817244,1
276394,875341,3
276394,563144,3
276394,269458,1
276394,916523,3
604097,392161,1
604097,1088800,1
563144,31302,1
563144,916523,3
563144,933805,2
563144,130178,1
563144,875341,3
563144,80809,1
210907,350248,2
292846,244431,3
374767,80809,3
374767,31302,3
849916,596135,1
849916,1088800,2
849916,1423563,2
1669126,1079875,1
1669126,1228752,1
1669126,72936,1
1669126,1039904,1
423940,604371,3
1120300,481587,1
1120300,1334020,2
358450,277302,3
645176,179279,1
374849,1228656,3
374849,179354,3
1538119,1300992,1
1538119,433686,1
1538119,31302,1
1538119,130178,1
309320,448810,1
309320,7684,1
1398858,1088800,1
186443,1636547,1
186443,490858,9
186443,244431,9
710737,850656,1
407633,1506751,1
817244,1104560,1
817244,826409,1
817244,1112958,2
1235043,982879,1
1300610,907856,1
1300610,392161,1
333986,1695720,1
333986,1211978,2
596135,1603751,1
596135,1588480,1
596135,179279,3
596135,556217,1
596135,392161,1
596135,892480,2
596135,31302,2
596135,130178,3
596135,1539187,2
596135,1318421,3
596135,1423563,1
1603751,1423563,1
784566,1481761,1
841916,573221,1
841916,1481761,1
1685698,1597381,1
1423563,1088800,3
833744,1309681,1
334053,531490,1
334053,825894,1
1095926,563896,2
1095926,64684,1
1095926,1481761,3
1095926,1014067,1
1095926,1343349,1
178438,826409,1
178438,1063226,6
1333521,391709,1
1120534,573215,2
1022246,1644839,1
1022246,1211918,1
1022246,1539187,2
1644839,916684,1
1644839,1211918,1
448810,7684,1
1014067,563896,3
1014067,1481761,2
1014067,892480,1
481587,1433593,1
481587,1400689,1
481587,1301010,2
481587,1325637,2
866630,1628620,1
317768,1309191,1
317768,563894,1
317768,850656,1
268639,686862,1
1259887,1686278,1
1259887,194979,5
1259887,1260670,1
1259887,244431,3
1259887,1211978,1
1259887,490858,11
1259887,130150,10
1669507,1129504,8
194979,244431,1
194979,130150,8
194979,31302,1
194979,490858,8
1456570,596568,1
1456570,1391507,1
580031,14835,2
448960,573221,1
448960,1481761,1
448960,130178,1
1358281,252450,1
1628620,1071670,1
391638,244543,1
408035,728764,1
391655,490149,1
989676,383874,1
915962,253881,1
1317376,1014848,1
1317376,1342727,1
1317376,1441762,1
1604099,490858,1
1604099,1048303,1
1604099,941533,1
1604099,1260670,1
1604099,1121845,1
1309191,563894,1
1309191,850656,1
1301010,1433593,1
1301010,1325637,1
424467,130178,1
424467,1105608,1
1120791,522780,2
391709,261654,1
